"TEXT";"CODE";"ZUSATZZIFFER";"GEMEINDE";"KANTON";"E";"N"
"Boniswil";5706;0;"Boniswil";"AG";8.189;47.314
"Bonnefontaine";1724;8;"Le Mouret";"FR";7.202;46.740
"Bonstetten";8906;0;"Bonstetten";"ZH";8.466;47.317
"Bonvillars";1427;0;"Bonvillars";"VD";6.672;46.840
"Boppelsen";8113;0;"Boppelsen";"ZH";8.409;47.470
"Borex";1277;0;"Borex";"VD";6.177;46.379
"Borgnone";6658;0;"Centovalli";"TI";8.616;46.159
"Borgonovo";7604;0;"Bregaglia";"GR";9.606;46.346
"Bosco Luganese";6935;0;"Bioggio";"TI";8.908;46.026
"Bosco/Gurin";6685;0;"Bosco/Gurin";"TI";8.491;46.316
"Bossonnens";1615;0;"Bossonnens";"FR";6.850;46.521
"Boswil";5623;0;"Boswil";"AG";8.308;47.303
"Bottens";1041;33;"Bottens";"VD";6.659;46.620
"Bottenwil";4814;0;"Bottenwil";"AG";8.005;47.284
"Botterens";1652;0;"Botterens";"FR";7.112;46.621
"Bottighofen";8598;0;"Bottighofen";"TG";9.213;47.640
"Bottmingen";4103;0;"Bottmingen";"BL";7.574;47.525
"Botyre (Ayent)";1966;8;"Ayent";"VS";7.405;46.276
"Boudevilliers";2043;0;"Val-de-Ruz";"NE";6.890;47.028
"Boudry";2017;0;"Boudry";"NE";6.837;46.951
"Bougy-Villars";1172;0;"Bougy-Villars";"VD";6.354;46.478
"Boulens";1063;3;"Boulens";"VD";6.719;46.681
"Bouloz";1699;3;"Le Flon";"FR";6.883;46.611
"Bourg-St-Pierre";1946;0;"Bourg-Saint-Pierre";"VS";7.212;45.949
"Bourguillon";1722;0;"Fribourg";"FR";7.177;46.800
"Bournens";1035;0;"Bournens";"VD";6.563;46.603
"Bourrignon";2803;0;"Bourrignon";"JU";7.249;47.395
"Boussens";1034;0;"Boussens";"VD";6.582;46.603
"Bouveret";1897;0;"Port-Valais";"VS";6.851;46.384
"Boveresse";2113;0;"Val-de-Travers";"NE";6.600;46.916
"Bovernier";1932;0;"Bovernier";"VS";7.087;46.080
"Bowil";3533;0;"Bowil";"BE";7.698;46.892
"Boécourt";2856;0;"Boécourt";"JU";7.219;47.348
"Braggio";6544;0;"Calanca";"GR";9.124;46.303
"Brail";7527;0;"Zernez";"GR";10.03;46.656
"Bramboden";6167;0;"Romoos";"LU";7.984;46.980
"Bramois";1967;0;"Sion";"VS";7.410;46.234
"Bratsch";3957;2;"Gampel-Bratsch";"VS";7.705;46.321
"Braunau";9502;0;"Braunau";"TG";9.069;47.501
"Braunwald";8784;0;"Glarus Süd";"GL";8.998;46.940
"Breganzona";6932;0;"Lugano";"TI";8.926;46.008
"Breil/Brigels";7165;0;"Breil/Brigels";"GR";9.064;46.769
"Breitenbach";4226;0;"Breitenbach";"SO";7.551;47.403
"Bremblens";1121;0;"Bremblens";"VD";6.517;46.546
"Bremgarten AG";5620;0;"Bremgarten (AG)";"AG";8.337;47.355
"Bremgarten b. Bern";3047;0;"Bremgarten bei Bern";"BE";7.434;46.978
"Brenles";1683;0;"Brenles";"VD";6.854;46.671
"Breno";6937;0;"Alto Malcantone";"TI";8.870;46.033
"Brent";1817;0;"Montreux";"VD";6.901;46.457
"Brenzikofen";3671;0;"Brenzikofen";"BE";7.613;46.816
"Bressaucourt";2904;0;"Fontenais";"JU";7.036;47.387
"Bretigny-sur-Morrens";1053;2;"Bretigny-sur-Morrens";"VD";6.642;46.597
"Bretonnières";1329;0;"Bretonnières";"VD";6.475;46.712
"Bretzwil";4207;0;"Bretzwil";"BL";7.648;47.399
"Brienz BE";3855;0;"Brienz (BE)";"BE";8.023;46.756
"Brienz/Brinzauls GR";7084;0;"Albula/Alvra";"GR";9.592;46.668
"Brienzersee";9999;2;"Brienzersee";"BE";7.974;46.728
"Brienzwiler";3856;0;"Brienzwiler";"BE";8.098;46.750
"Brig";3900;0;"Brig-Glis";"VS";7.996;46.316
"Brigerbad";3900;3;"Brig-Glis";"VS";7.916;46.300
"Brignon (Nendaz)";1996;7;"Nendaz";"VS";7.325;46.189
"Brione (Verzasca)";6634;0;"Brione (Verzasca)";"TI";8.790;46.296
"Brione sopra Minusio";6645;0;"Brione sopra Minusio";"TI";8.814;46.183
"Brislach";4225;0;"Brislach";"BL";7.543;47.418
"Brissago";6614;0;"Brissago";"TI";8.710;46.119
"Bristen";6475;0;"Silenen";"UR";8.688;46.770
"Brittern";4588;1;"Buchegg";"SO";7.494;47.120
"Brittnau";4805;0;"Brittnau";"AG";7.940;47.259
"Broc";1636;0;"Broc";"FR";7.099;46.605
"Broglio";6693;0;"Lavizzara";"TI";8.661;46.377
"Bronschhofen";9552;0;"Wil (SG)";"SG";9.029;47.479
"Brontallo";6692;1;"Lavizzara";"TI";8.628;46.355
"Brot-Dessous";2149;3;"Brot-Dessous";"NE";6.747;46.955
"Brot-Plamboz";2318;0;"Brot-Plamboz";"NE";6.746;46.979
"Bruderholz";4101;0;"Binningen";"BL";7.582;47.528
"Brugg AG";5200;0;"Brugg";"AG";8.206;47.485
"Brunegg";5505;0;"Brunegg";"AG";8.215;47.421
"Brunnadern";9125;0;"Neckertal";"SG";9.130;47.333
"Brunnen";6440;0;"Ingenbohl";"SZ";8.602;47.000
"Brunnenthal";3307;0;"Messen";"SO";7.469;47.085
"Brusino Arsizio";6827;0;"Brusino Arsizio";"TI";8.939;45.927
"Brusio";7743;0;"Brusio";"GR";10.12;46.258
"Bruson";1934;1;"Bagnes";"VS";7.215;46.065
"Bruzella";6837;2;"Breggia";"TI";9.038;45.882
"Brè sopra Lugano";6979;0;"Lugano";"TI";8.998;46.012
"Brügg BE";2555;0;"Brügg";"BE";7.278;47.123
"Brügglen";4582;0;"Buchegg";"SO";7.495;47.143
"Brülisau";9058;0;"Rüte";"AI";9.458;47.297
"Brünig";3860;4;"Meiringen";"BE";8.138;46.757
"Brünisried";1719;0;"Brünisried";"FR";7.279;46.760
"Brüttelen";3237;0;"Brüttelen";"BE";7.147;47.022
"Brütten";8311;0;"Brütten";"ZH";8.676;47.470
"Brüttisellen";8306;0;"Wangen-Brüttisellen";"ZH";8.635;47.422
"Bubendorf";4416;0;"Bubendorf";"BL";7.743;47.445
"Bubikon";8608;0;"Bubikon";"ZH";8.814;47.271
"Buch SH";8263;0;"Buch (SH)";"SH";8.783;47.717
"Buch am Irchel";8414;0;"Buch am Irchel";"ZH";8.625;47.550
"Buch b. Frauenfeld";8524;2;"Uesslingen-Buch";"TG";8.840;47.598
"Buch b. Kümmertshausen";8586;10;"Birwinken";"TG";9.235;47.571
"Buch b. Märwil";9562;2;"Affeltrangen";"TG";9.057;47.537
"Buchackern";8586;7;"Erlen";"TG";9.236;47.538
"Buchberg";8454;0;"Buchberg";"SH";8.562;47.572
"Buchen BE";3623;3;"Horrenbach-Buchen";"BE";7.709;46.782
"Buchen im Prättigau";7223;0;"Luzein";"GR";9.722;46.939
"Buchillon";1164;0;"Buchillon";"VD";6.421;46.470
"Buchrain";6033;0;"Buchrain";"LU";8.346;47.094
"Buchs AG";5033;0;"Buchs (AG)";"AG";8.083;47.388
"Buchs LU";6211;1;"Dagmersellen";"LU";8.037;47.200
"Buchs SG";9470;0;"Buchs (SG)";"SG";9.468;47.165
"Buchs ZH";8107;0;"Buchs (ZH)";"ZH";8.432;47.456
"Buckten";4446;0;"Buckten";"BL";7.845;47.411
"Buhwil";9215;2;"Kradolf-Schönenberg";"TG";9.168;47.526
"Buix";2925;0;"Basse-Allaine";"JU";7.028;47.479
"Bulle";1630;0;"Bulle";"FR";7.058;46.620
"Bullet";1453;0;"Bullet";"VD";6.554;46.830
"Buochs";6374;0;"Buochs";"NW";8.415;46.972
"Buonas";6343;2;"Risch";"ZG";8.455;47.139
"Bure";2915;0;"Bure";"JU";7.006;47.440
"Burg AG";5736;0;"Burg (AG)";"AG";8.178;47.233
"Burg im Leimental";4117;0;"Burg im Leimental";"BL";7.439;47.456
"Burgdorf";3400;0;"Burgdorf";"BE";7.632;47.057
"Burgistein";3664;0;"Burgistein";"BE";7.505;46.796
"Burglauenen";3816;1;"Grindelwald";"BE";7.978;46.637
"Burgäschi";4556;3;"Aeschi (SO)";"SO";7.669;47.172
"Bursinel";1195;3;"Bursinel";"VD";6.304;46.438
"Bursins";1183;0;"Bursins";"VD";6.289;46.453
"Burtigny";1268;2;"Burtigny";"VD";6.259;46.464
"Buseno";6542;0;"Buseno";"GR";9.107;46.272
"Bussigny";1030;0;"Bussigny";"VD";6.551;46.553
"Bussigny-sur-Oron";1608;2;"Oron";"VD";6.862;46.569
"Bussnang";9565;0;"Bussnang";"TG";9.082;47.557
"Busswil BE";3292;0;"Lyss";"BE";7.322;47.100
"Busswil TG";8371;0;"Sirnach";"TG";9.016;47.450
"Busswil b. Melchnau";4917;2;"Busswil bei Melchnau";"BE";7.828;47.186
"Bussy FR";1541;0;"Bussy (FR)";"FR";6.889;46.834
"Bussy-Chardonney";1136;0;"Bussy-Chardonney";"VD";6.442;46.529
"Bussy-sur-Moudon";1514;0;"Bussy-sur-Moudon";"VD";6.811;46.686
"Buttes";2115;0;"Val-de-Travers";"NE";6.552;46.889
"Buttikon SZ";8863;0;"Schübelbach";"SZ";8.951;47.172
"Buttisholz";6018;0;"Buttisholz";"LU";8.087;47.114
"Buttwil";5632;0;"Buttwil";"AG";8.306;47.268
"Buus";4463;0;"Buus";"BL";7.868;47.504
"Bäch SZ";8806;0;"Freienbach";"SZ";8.732;47.203
"Bächli (Hemberg)";9633;2;"Hemberg";"SG";9.196;47.304
"Bänk (Dägerlen)";8471;5;"Dägerlen";"ZH";8.741;47.549
"Bärau";3552;0;"Langnau im Emmental";"BE";7.811;46.933
"Bäretswil";8344;0;"Bäretswil";"ZH";8.855;47.337
"Bäriswil BE";3323;0;"Bäriswil";"BE";7.533;47.017
"Bärschwil";4252;0;"Bärschwil";"SO";7.475;47.379
"Bätterkinden";3315;0;"Bätterkinden";"BE";7.532;47.132
"Bätterkinden";3315;0;"Bätterkinden";"BE";7.536;47.141
"Bättwil";4112;1;"Bättwil";"SO";7.510;47.491
"Bévilard";2735;2;"Valbirse";"BE";7.287;47.235
"Bôle";2014;0;"Milvignes";"NE";6.840;46.966
"Böbikon";5334;0;"Böbikon";"AG";8.335;47.554
"Böckten";4461;0;"Böckten";"BL";7.832;47.465
"Bönigen b. Interlaken";3806;0;"Bönigen";"BE";7.900;46.684
"Bösingen";3178;0;"Bösingen";"FR";7.228;46.894
"Böttstein";5315;0;"Böttstein";"AG";8.218;47.555
"Bözberg";5225;1;"Bözberg";"AG";8.151;47.495
"Bözen";5076;0;"Bözen";"AG";8.088;47.495
"Büchslen";3215;2;"Murten";"FR";7.181;46.945
"Büetigen";3263;0;"Büetigen";"BE";7.341;47.106
"Bühl b. Aarberg";3274;2;"Bühl";"BE";7.246;47.069
"Bühler";9055;0;"Bühler";"AR";9.420;47.375
"Bülach";8180;0;"Bülach";"ZH";8.550;47.519
"Bünzen";5624;0;"Bünzen";"AG";8.326;47.309
"Bürchen";3935;0;"Bürchen";"VS";7.812;46.280
"Büren NW";6382;0;"Oberdorf (NW)";"NW";8.402;46.939
"Büren SO";4413;0;"Büren (SO)";"SO";7.670;47.447
"Büren an der Aare";3294;0;"Büren an der Aare";"BE";7.371;47.137
"Büren zum Hof";3313;0;"Fraubrunnen";"BE";7.513;47.095
"Bürgenstock";6363;2;"Ennetbürgen";"NW";8.379;46.996
"Bürglen OW";6078;2;"Lungern";"OW";8.164;46.811
"Bürglen TG";8575;0;"Bürglen (TG)";"TG";9.157;47.553
"Bürglen UR";6463;0;"Bürglen (UR)";"UR";8.668;46.873
"Büriswilen";9442;2;"Oberegg";"AI";9.605;47.434
"Büron";6233;0;"Büron";"LU";8.091;47.214
"Büsserach";4227;0;"Büsserach";"SO";7.546;47.389
"Bütschwil";9606;0;"Bütschwil-Ganterschwil";"SG";9.068;47.359
"Büttenhardt";8236;0;"Büttenhardt";"SH";8.653;47.756
"Büttikon AG";5619;0;"Büttikon";"AG";8.269;47.328
"Bützberg";4922;0;"Thunstetten";"BE";7.744;47.216
"Cabbio";6838;2;"Breggia";"TI";9.046;45.897
"Cademario";6936;0;"Cademario";"TI";8.892;46.022
"Cadempino";6814;3;"Cadempino";"TI";8.934;46.035
"Cadenazzo";6593;0;"Cadenazzo";"TI";8.947;46.149
"Cadro";6965;0;"Lugano";"TI";8.989;46.044
"Cagiallo";6955;0;"Capriasca";"TI";8.995;46.095
"Cagiallo";6955;0;"Capriasca";"TI";8.974;46.066
"Cagiallo";6955;0;"Capriasca";"TI";9.013;46.122
"Calfreisen";7027;3;"Arosa";"GR";9.593;46.842
"Calonico";6746;1;"Faido";"TI";8.841;46.450
"Calpiogna";6760;2;"Faido";"TI";8.805;46.486
"Cama";6557;0;"Cama";"GR";9.173;46.272
"Camedo";6659;0;"Centovalli";"TI";8.608;46.155
"Camignolo";6803;0;"Monteceneri";"TI";8.941;46.105
"Camischolas";7187;0;"Tujetsch";"GR";8.761;46.682
"Camorino";6528;0;"Camorino";"TI";9.001;46.164
"Campascio";7748;0;"Brusio";"GR";10.12;46.245
"Campello";6760;3;"Faido";"TI";8.818;46.486
"Camperio";6718;1;"Blenio";"TI";8.906;46.524
"Campo (Blenio)";6720;0;"Blenio";"TI";8.936;46.555
"Campo (Vallemaggia)";6684;0;"Campo (Vallemaggia)";"TI";8.496;46.289
"Campocologno";7744;0;"Brusio";"GR";10.14;46.233
"Campora";6875;3;"Castel San Pietro";"TI";9.024;45.873
"Campsut-Cröt";7446;0;"Avers";"GR";9.480;46.481
"Camuns";7113;0;"Lumnezia";"GR";9.199;46.702
"Caneggio";6837;0;"Breggia";"TI";9.031;45.872
"Canobbio";6952;0;"Canobbio";"TI";8.967;46.036
"Capolago";6825;0;"Castel San Pietro";"TI";9.018;45.928
"Capolago";6825;0;"Mendrisio";"TI";8.980;45.904
"Carabbia";6913;0;"Lugano";"TI";8.936;45.972
"Carabietta";6919;0;"Collina d'Oro";"TI";8.901;45.967
"Carena";6584;0;"Sant'Antonio";"TI";9.085;46.168
"Carona";6914;0;"Lugano";"TI";8.933;45.954
"Carouge GE";1227;0;"Carouge (GE)";"GE";6.139;46.185
"Carrera";7122;2;"Safiental";"GR";9.296;46.789
"Carrouge VD";1084;0;"Carrouge (VD)";"VD";6.775;46.604
"Cartigny";1236;0;"Cartigny";"GE";6.017;46.173
"Carì";6760;4;"Faido";"TI";8.821;46.494
"Casaccia";7602;0;"Bregaglia";"GR";9.665;46.388
"Casima";6875;2;"Castel San Pietro";"TI";9.037;45.890
"Caslano";6987;0;"Caslano";"TI";8.879;45.969
"Cassina d'Agno";6990;0;"Agno";"TI";8.891;45.991
"Castagnola";6976;0;"Lugano";"TI";8.978;46.000
"Castaneda";6540;0;"Castaneda";"GR";9.136;46.255
"Castasegna";7608;0;"Bregaglia";"GR";9.518;46.335
"Castel San Pietro";6874;0;"Castel San Pietro";"TI";9.009;45.859
"Castelrotto";6980;0;"Croglio";"TI";8.836;45.992
"Castiel";7027;0;"Arosa";"GR";9.604;46.837
"Castione";6532;0;"Arbedo-Castione";"TI";9.045;46.226
"Castrisch";7126;0;"Ilanz/Glion";"GR";9.235;46.776
"Castro";6723;2;"Acquarossa";"TI";8.926;46.471
"Cauco";6546;0;"Calanca";"GR";9.117;46.335
"Caux";1824;0;"Montreux";"VD";6.938;46.432
"Cavagnago";6749;1;"Faido";"TI";8.881;46.413
"Cavardiras";7182;0;"Disentis/Mustér";"GR";8.884;46.709
"Cavergno";6690;0;"Cevio";"TI";8.607;46.344
"Caviano";6578;0;"Gambarogno";"TI";8.767;46.106
"Cavigliano";6654;0;"Terre di Pedemonte";"TI";8.719;46.184
"Cazis";7408;0;"Cazis";"GR";9.433;46.721
"Celerina/Schlarigna";7505;0;"Celerina/Schlarigna";"GR";9.862;46.512
"Cerentino";6683;0;"Cerentino";"TI";8.547;46.305
"Cerniat FR";1654;0;"Val-de-Charmey";"FR";7.156;46.632
"Cerniaz VD";1682;5;"Valbroye";"VD";6.896;46.727
"Cernier";2053;0;"Val-de-Ruz";"NE";6.904;47.061
"Certara";6959;2;"Lugano";"TI";9.059;46.084
"Cevio";6675;0;"Cevio";"TI";8.601;46.316
"Chabrey";1589;0;"Vully-les-Lacs";"VD";6.981;46.927
"Chailly-Montreux";1816;0;"Montreux";"VD";6.892;46.454
"Chalais";3966;0;"Chalais";"VS";7.504;46.265
"Cham";6330;0;"Cham";"ZG";8.452;47.184
"Chamblon";1436;2;"Chamblon";"VD";6.606;46.778
"Chambrelien";2019;2;"Rochefort";"NE";6.815;46.972
"Chamby";1832;0;"Montreux";"VD";6.913;46.453
"Chambésy";1292;0;"Pregny-Chambésy";"GE";6.139;46.241
"Chamoille (Sembrancher)";1933;3;"Sembrancher";"VS";7.152;46.061
"Chamoson";1955;0;"Chamoson";"VS";7.226;46.202
"Champ-du-Moulin";2149;0;"Brot-Dessous";"NE";6.774;46.959
"Champagne";1424;0;"Champagne";"VD";6.658;46.830
"Champex-Lac";1938;0;"Orsières";"VS";7.119;46.026
"Champfèr";7512;0;"Silvaplana";"GR";9.812;46.476
"Champlan (Grimisuat)";1971;2;"Grimisuat";"VS";7.372;46.246
"Champoussin";1873;2;"Val-d'Illiez";"VS";6.864;46.209
"Champoz";2735;3;"Champoz";"BE";7.295;47.255
"Champsec";1947;5;"Bagnes";"VS";7.242;46.056
"Champtauroz";1537;0;"Champtauroz";"VD";6.787;46.760
"Champvent";1443;0;"Champvent";"VD";6.575;46.783
"Champzabé";3976;2;"Chermignon";"VS";7.498;46.278
"Champéry";1874;0;"Champéry";"VS";6.870;46.178
"Chancy";1284;0;"Chancy";"GE";5.971;46.149
"Chandolin";3961;23;"Anniviers";"VS";7.595;46.253
"Chandolin (Savièse)";1965;7;"Savièse";"VS";7.318;46.248
"Chandon";1773;2;"Léchelles";"FR";7.048;46.839
"Chandonne (Liddes)";1945;5;"Liddes";"VS";7.179;46.005
"Chanéaz";1409;0;"Montanaire";"VD";6.742;46.729
"Chapelle (Broye)";1534;2;"Cheiry";"FR";6.851;46.770
"Chapelle (Glâne)";1608;4;"Chapelle (Glâne)";"FR";6.834;46.587
"Chapelle-sur-Moudon";1063;0;"Montanaire";"VD";6.734;46.669
"Chardonne";1803;0;"Chardonne";"VD";6.827;46.476
"Charmey (Gruyère)";1637;0;"Val-de-Charmey";"FR";7.162;46.619
"Charmoille";2947;0;"La Baroche";"JU";7.207;47.422
"Charrat";1906;0;"Charrat";"VS";7.129;46.123
"Chaumont";2067;0;"Neuchâtel";"NE";6.956;47.028
"Chavannes-de-Bogis";1279;0;"Chavannes-de-Bogis";"VD";6.162;46.344
"Chavannes-des-Bois";1290;2;"Chavannes-des-Bois";"VD";6.133;46.316
"Chavannes-le-Chêne";1464;0;"Chavannes-le-Chêne";"VD";6.777;46.776
"Chavannes-le-Veyron";1148;7;"Chavannes-le-Veyron";"VD";6.451;46.605
"Chavannes-les-Forts";1676;0;"Siviriez";"FR";6.897;46.651
"Chavannes-près-Renens";1022;0;"Chavannes-près-Renens";"VD";6.576;46.535
"Chavannes-sous-Orsonnens";1694;4;"Villorsonnens";"FR";6.992;46.727
"Chavannes-sur-Moudon";1512;0;"Chavannes-sur-Moudon";"VD";6.808;46.657
"Chavornay";1373;0;"Chavornay";"VD";6.570;46.701
"Cheiry";1529;0;"Cheiry";"FR";6.833;46.749
"Chemin";1927;0;"Vollèges";"VS";7.097;46.089
"Chenaux";1091;3;"Bourg-en-Lavaux";"VD";6.728;46.494
"Chermignon";3971;0;"Chermignon";"VS";7.471;46.287
"Chermignon-d'en-Bas";3971;1;"Chermignon";"VS";7.482;46.281
"Chernex";1822;0;"Montreux";"VD";6.913;46.442
"Chesalles-sur-Moudon";1683;2;"Chesalles-sur-Moudon";"VD";6.832;46.675
"Chesalles-sur-Oron";1608;3;"Oron";"VD";6.853;46.576
"Cheseaux-Noréaz";1400;5;"Cheseaux-Noréaz";"VD";6.676;46.783
"Cheseaux-sur-Lausanne";1033;0;"Cheseaux-sur-Lausanne";"VD";6.605;46.584
"Chesières";1885;0;"Ollon";"VD";7.043;46.301
"Chessel";1846;0;"Chessel";"VD";6.894;46.349
"Chevenez";2906;0;"Haute-Ajoie";"JU";7.001;47.391
"Chevilly";1316;0;"Chevilly";"VD";6.477;46.642
"Chevroux";1545;0;"Chevroux";"VD";6.907;46.887
"Chexbres";1071;0;"Chexbres";"VD";6.777;46.482
"Cheyres";1468;0;"Cheyres";"FR";6.787;46.814
"Chez Petit (Liddes)";1945;11;"Liddes";"VS";7.177;45.987
"Chez-le-Bart";2025;0;"Gorgier";"NE";6.785;46.901
"Chiasso";6830;0;"Chiasso";"TI";9.026;45.833
"Chiggiogna";6764;0;"Faido";"TI";8.822;46.467
"Chiggiogna";6764;0;"Faido";"TI";8.832;46.444
"Chigny";1134;2;"Chigny";"VD";6.477;46.520
"Chippis";3965;0;"Chippis";"VS";7.540;46.280
"Chironico";6747;0;"Faido";"TI";8.843;46.423
"Choulex";1244;0;"Choulex";"GE";6.226;46.228
"Choëx";1871;0;"Monthey";"VS";6.961;46.243
"Chur";7000;0;"Chur";"GR";9.532;46.848
"Churwalden";7075;0;"Churwalden";"GR";9.537;46.778
"Châbles FR";1474;0;"Châbles";"FR";6.809;46.826
"Château-d'Oex";1660;0;"Château-d'Oex";"VD";7.129;46.472
"Châtel-St-Denis";1618;0;"Châtel-Saint-Denis";"FR";6.901;46.528
"Châtel-sur-Montsalvens";1653;3;"Châtel-sur-Montsalvens";"FR";7.126;46.613
"Châtelaine";1219;12;"Vernier";"GE";6.110;46.212
"Châtelat";2715;1;"Petit-Val";"BE";7.194;47.272
"Châtillens";1610;1;"Oron";"VD";6.816;46.567
"Châtillon FR";1473;2;"Châtillon (FR)";"FR";6.827;46.833
"Châtillon JU";2843;0;"Châtillon (JU)";"JU";7.344;47.326
"Châtonnaye";1553;0;"Châtonnaye";"FR";6.938;46.754
"Chénens";1744;0;"Chénens";"FR";7.002;46.739
"Chéserex";1275;0;"Chéserex";"VD";6.175;46.400
"Chésopelloz";1720;2;"Chésopelloz";"FR";7.078;46.807
"Chézard-St-Martin";2054;0;"Val-de-Ruz";"NE";6.933;47.066
"Chêne-Bougeries";1224;0;"Chêne-Bougeries";"GE";6.188;46.197
"Chêne-Bougeries";1224;0;"Thônex";"GE";6.206;46.208
"Chêne-Bourg";1225;0;"Chêne-Bourg";"GE";6.191;46.193
"Chêne-Pâquier";1464;2;"Chêne-Pâquier";"VD";6.768;46.771
"Cimadera";6959;4;"Lugano";"TI";9.046;46.077
"Cimalmotto";6684;1;"Campo (Vallemaggia)";"TI";8.489;46.283
"Cimo";6992;1;"Bioggio";"TI";8.889;46.002
"Cinuos-chel";7526;0;"S-chanf";"GR";10.02;46.642
"Clarens";1815;0;"Montreux";"VD";6.892;46.442
"Clarmont";1127;0;"Clarmont";"VD";6.450;46.547
"Claro";6702;0;"Claro";"TI";9.022;46.256
"Clavaleyres";1595;2;"Clavaleyres";"BE";7.091;46.899
"Clugin";7442;0;"Andeer";"GR";9.425;46.616
"Clèbes (Nendaz)";1993;2;"Nendaz";"VS";7.335;46.185
"Coeuve";2932;0;"Coeuve";"JU";7.096;47.454
"Coffrane";2207;0;"Val-de-Ruz";"NE";6.862;47.010
"Coglio";6678;3;"Maggia";"TI";8.684;46.269
"Coinsins";1267;2;"Coinsins";"VD";6.239;46.423
"Cointrin";1216;0;"Meyrin";"GE";6.110;46.224
"Coldrerio";6877;0;"Coldrerio";"TI";8.985;45.853
"Colla";6951;18;"Lugano";"TI";9.053;46.092
"Collex";1239;0;"Collex-Bossy";"GE";6.120;46.270
"Collombey";1868;0;"Collombey-Muraz";"VS";6.946;46.268
"Collonge-Bellerive";1245;0;"Collonge-Bellerive";"GE";6.204;46.253
"Collonges";1903;0;"Collonges";"VS";7.033;46.171
"Cologny";1223;0;"Cologny";"GE";6.181;46.216
"Colombier NE";2013;0;"Milvignes";"NE";6.862;46.966
"Colombier VD";1114;0;"Echichens";"VD";6.475;46.556
"Comano";6949;0;"Comano";"TI";8.957;46.040
"Combremont-le-Grand";1535;0;"Valbroye";"VD";6.818;46.761
"Combremont-le-Petit";1536;0;"Valbroye";"VD";6.809;46.749
"Commugny";1291;0;"Commugny";"VD";6.180;46.320
"Comologno";6663;0;"Onsernone";"TI";8.576;46.203
"Conches";1231;0;"Chêne-Bougeries";"GE";6.176;46.184
"Concise";1426;0;"Concise";"VD";6.720;46.849
"Condémines (Nendaz)";1996;3;"Nendaz";"VS";7.255;46.175
"Confignon";1232;0;"Confignon";"GE";6.084;46.174
"Constantine";1587;1;"Vully-les-Lacs";"VD";7.012;46.918
"Conters im Prättigau";7241;0;"Conters im Prättigau";"GR";9.795;46.901
"Conthey";1964;0;"Conthey";"VS";7.304;46.227
"Contone";6594;0;"Gambarogno";"TI";8.925;46.149
"Contra";6646;0;"Tenero-Contra";"TI";8.839;46.188
"Coppet";1296;0;"Coppet";"VD";6.193;46.315
"Corban";2826;0;"Corban";"JU";7.478;47.348
"Corbeyrier";1856;0;"Corbeyrier";"VD";6.962;46.350
"Corbières";1647;0;"Corbières";"FR";7.101;46.661
"Corcelles BE";2747;0;"Corcelles (BE)";"BE";7.460;47.285
"Corcelles NE";2035;0;"Corcelles-Cormondrèche";"NE";6.876;46.985
"Corcelles-le-Jorat";1082;0;"Corcelles-le-Jorat";"VD";6.741;46.606
"Corcelles-près-Concise";1426;1;"Corcelles-près-Concise";"VD";6.707;46.847
"Corcelles-près-Payerne";1562;0;"Corcelles-près-Payerne";"VD";6.961;46.831
"Corcelles-sur-Chavornay";1374;0;"Corcelles-sur-Chavornay";"VD";6.600;46.703
"Cordast";1792;0;"Gurmels";"FR";7.153;46.871
"Corgémont";2606;0;"Corgémont";"BE";7.140;47.194
"Corin-de-la-Crête";3960;2;"Montana";"VS";7.502;46.284
"Corippo";6631;0;"Corippo";"TI";8.840;46.235
"Corjolens";1754;2;"Avry";"FR";7.045;46.785
"Cormagens";1782;5;"La Sonnaz";"FR";7.135;46.834
"Corminboeuf";1720;0;"Corminboeuf";"FR";7.102;46.808
"Cormondrèche";2036;0;"Corcelles-Cormondrèche";"NE";6.869;46.980
"Cormoret";2612;0;"Cormoret";"BE";7.054;47.172
"Cormérod";1721;2;"Misery-Courtion";"FR";7.088;46.865
"Cornaux NE";2087;0;"Cornaux";"NE";7.021;47.037
"Cornol";2952;0;"Cornol";"JU";7.163;47.405
"Corpataux-Magnedens";1727;0;"Corpataux-Magnedens";"FR";7.097;46.744
"Correvon";1410;2;"Montanaire";"VD";6.737;46.715
"Corseaux";1802;0;"Corseaux";"VD";6.832;46.472
"Corserey";1747;0;"Corserey";"FR";6.992;46.773
"Corsier GE";1246;0;"Corsier (GE)";"GE";6.226;46.262
"Corsier-sur-Vevey";1804;0;"Corsier-sur-Vevey";"VD";6.841;46.470
"Cortaillod";2016;0;"Cortaillod";"NE";6.846;46.942
"Corteglia";6873;0;"Castel San Pietro";"TI";8.993;45.861
"Corticiasca";6958;2;"Capriasca";"TI";9.013;46.079
"Corticiasca";6958;2;"Capriasca";"TI";9.016;46.087
"Cortébert";2607;0;"Cortébert";"BE";7.106;47.191
"Corzoneso";6722;0;"Acquarossa";"TI";8.934;46.446
"Cossonay-Ville";1304;0;"Cossonay";"VD";6.509;46.614
"Cottens FR";1741;0;"Cottens (FR)";"FR";7.033;46.750
"Cottens VD";1116;0;"Cottens (VD)";"VD";6.454;46.572
"Cotterd";1585;3;"Vully-les-Lacs";"VD";7.025;46.921
"Courcelon";2823;0;"Courroux";"JU";7.396;47.361
"Courchapoix";2825;0;"Courchapoix";"JU";7.451;47.347
